UserID,WindowID,Split,City,State,Country,ZipCode,DegreeType,Major,GraduationDate,WorkHistoryCount,TotalYearsExperience,CurrentlyEmployed,ManagedOthers,ManagedHowMany
503538,6,Train,Springfield,MO,US,65802,,Engineering,,1,27.0,No,Yes,50
503688,6,Train,Justice,IL,US,60458,Master's,"Business Administration and Management, General",2010-05-01 00:00:00,2,17.0,No,Yes,59
503705,6,Train,Tomball,TX,US,77375,Bachelor's,Bachelor of Science,1998-12-01 00:00:00,2,12.0,Yes,No,0
503878,6,Train,Houston,TX,US,77096,Bachelor's,Communications and Advertising/Public Relations,2004-01-01 00:00:00,4,14.0,Yes,No,0
503941,6,Train,Flint,MI,US,48505,Bachelor's,General,,2,5.0,No,No,0
504019,6,Train,Philadelphia,PA,US,19147,Master's,Design Option,,10,25.0,No,No,0
504030,6,Train,Gwynn Oak,MD,US,21207,High School,Not Applicable,1999-06-01 00:00:00,3,9.0,Yes,Yes,20
504061,6,Train,Springfield,MO,US,65807,,Print Journalism,2012-12-01 00:00:00,4,12.0,Yes,Yes,3
504062,6,Train,Atlanta,GA,US,30340,Bachelor's,IT Management,2009-08-01 00:00:00,3,4.0,Yes,No,0
504169,6,Train,Mesa,AZ,US,85201,High School,Not Applicable,1995-01-01 00:00:00,3,11.0,Yes,No,0
504182,6,Train,Louisville,KY,US,40299,Bachelor's,Social Work,,6,7.0,No,No,0
504407,6,Train,Sterling,VA,US,20165,Associate's,Information,2012-06-01 00:00:00,4,6.0,No,No,0
504467,6,Train,Hyattsville,MD,US,20782,Master's,Film Video and New Screen Media,2008-12-01 00:00:00,10,4.0,Yes,No,0
504487,6,Train,Philadelphia,PA,US,19101,Master's,Educational Psychology,,7,34.0,Yes,No,0
504491,6,Train,West Sacramento,CA,US,95691,High School,Not Applicable,1988-06-01 00:00:00,1,12.0,No,Yes,5
504559,6,Train,Mays,IN,US,46155,High School,Not Applicable,1990-01-01 00:00:00,7,19.0,Yes,No,0
504748,6,Train,Houston,TX,US,77084,High School,Not Applicable,2004-01-01 00:00:00,6,7.0,Yes,Yes,4
504859,6,Train,Claypool,AZ,US,85532,High School,"Business Administration and Management, General",1965-05-01 00:00:00,6,42.0,No,Yes,1
504867,6,Test,Tampa,FL,US,33606,Master's,Finance,2012-05-01 00:00:00,5,4.0,Yes,Yes,35
504869,6,Train,Orlando,FL,US,32808,Associate's,Business,2012-06-01 00:00:00,6,10.0,Yes,No,0
504908,6,Train,Fayetteville,GA,US,30214,,Nursing,2012-05-01 00:00:00,2,4.0,Yes,No,0
504958,6,Train,Houston,TX,US,77266,Bachelor's,Business Administration and Accounting,2006-01-01 00:00:00,5,19.0,Yes,Yes,2
505002,6,Train,Northville,MI,US,48168,Bachelor's,Communications & Management,1990-01-01 00:00:00,3,18.0,No,No,0
505189,6,Train,Eatontown,NJ,US,07724,High School,Not Applicable,2003-06-01 00:00:00,8,8.0,Yes,No,0
505309,6,Train,Hudson,FL,US,34669,High School,Not Applicable,,6,38.0,No,No,0
505313,6,Train,Dallas,TX,US,75287,High School,Not Applicable,,3,5.0,Yes,No,0
505445,6,Train,Anaheim,CA,US,92805,Bachelor's,"Business Administration, Marketing",2011-01-01 00:00:00,5,13.0,Yes,No,0
505458,6,Train,Somerset,NJ,US,08873,High School,Not Applicable,2008-01-01 00:00:00,8,7.0,Yes,No,0
505484,6,Train,Stratford,CT,US,06615,Bachelor's,Chemical Engineering,2011-05-01 00:00:00,3,7.0,Yes,No,0
505632,6,Train,Chesterfield,MI,US,48047,Master's,Accounting and Finance,1990-05-01 00:00:00,10,28.0,Yes,Yes,8
505658,6,Train,Poultney,VT,US,05764,High School,Not Applicable,1991-01-01 00:00:00,6,16.0,No,No,0
505674,6,Train,Naples,FL,US,34116,Associate's,Culinary Arts,2004-05-01 00:00:00,4,7.0,Yes,No,0
505773,6,Train,Papillion,NE,US,68133,Bachelor's,Graphic Design,2011-05-01 00:00:00,3,2.0,Yes,No,0
505807,6,Train,Monroe,NC,US,28110,,Education,,8,22.0,Yes,Yes,60
505896,6,Train,Lighthouse Point,FL,US,33064,Associate's,Diagnostic Medical Sonography,2011-12-01 00:00:00,10,7.0,No,No,0
505958,6,Train,Tampa,FL,US,33613,Bachelor's,International Studies,2011-12-01 00:00:00,8,5.0,No,Yes,10
505972,6,Train,Valley Grove,WV,US,26060,,Health Sciences,1999-01-01 00:00:00,2,13.0,Yes,No,0
505983,6,Train,Largo,FL,US,33771,Associate's,Medical Assistant,2011-11-01 00:00:00,5,7.0,Yes,No,0
506008,6,Train,Dallas,TX,US,75216,High School,Not Applicable,1999-01-01 00:00:00,4,8.0,No,No,0
506128,6,Train,Honolulu,HI,US,96818,,Medical Assistant,2008-01-01 00:00:00,6,9.0,Yes,No,0
506178,6,Train,Fort Worth,TX,US,76105,Bachelor's,Psychology/Criminal Justice,,3,6.0,Yes,Yes,3
506194,6,Train,Bellingham,WA,US,98229,Bachelor's,same field,,6,22.0,No,No,0
506199,6,Train,Fort Lauderdale,FL,US,33311,High School,Not Applicable,,3,6.0,Yes,No,0
506271,6,Train,El Paso,TX,US,79924,High School,Not Applicable,2011-03-01 00:00:00,5,3.0,No,No,0
506272,6,Train,Stone Park,IL,US,60165,Bachelor's,Medical Billing Insurance & Coding,2010-01-01 00:00:00,2,5.0,No,No,0
506348,6,Train,Los Angeles,CA,US,90011,Master's,"Public Administration, Non-Profit Management",2012-12-01 00:00:00,5,8.0,Yes,No,0
506450,6,Train,Wichita,KS,US,67204,High School,Not Applicable,2001-01-01 00:00:00,4,11.0,Yes,No,0
506476,6,Train,Portland,OR,US,97236,Bachelor's,Electronic Engineering Technology,,2,12.0,Yes,No,0
506498,6,Train,Flint,MI,US,48504,,Business Management,,6,13.0,No,No,0
506532,6,Train,Broadview,IL,US,60155,Bachelor's,Social Work,2008-05-01 00:00:00,5,5.0,No,No,0
506540,6,Train,Cleveland,TN,US,37311,Associate's,Business Administration,,4,9.0,No,No,0
506586,6,Train,Englishtown,NJ,US,07726,Bachelor's,"Business Administration and Management, General",1975-05-01 00:00:00,3,33.0,Yes,Yes,100
506608,6,Train,Antioch,TN,US,37013,Associate's,Business,,2,7.0,Yes,No,0
506640,6,Train,Paulina,LA,US,70763,Associate's,Information Technology-Computer Network Systems,2005-01-01 00:00:00,5,19.0,Yes,No,0
506713,6,Train,Ballwin,MO,US,63021,High School,Not Applicable,,4,23.0,Yes,No,0
506793,6,Train,Newark,DE,US,19702,High School,Not Applicable,2001-01-01 00:00:00,3,13.0,No,No,0
506796,6,Train,La Marque,TX,US,77568,,Psychology,2012-06-01 00:00:00,4,7.0,Yes,No,0
506814,6,Train,Milesburg,PA,US,16853,Bachelor's,Psychology,2007-05-01 00:00:00,7,8.0,Yes,Yes,20
506858,6,Train,Houston,TX,US,77090,Bachelor's,Business Administration,2011-01-01 00:00:00,5,7.0,No,No,0
507041,6,Train,Fairhaven,MA,US,02719,Associate's,Marketing,,5,11.0,No,No,0
507085,6,Train,Yonkers,NY,US,10701,High School,Not Applicable,2007-01-01 00:00:00,1,1.0,No,No,0
507097,6,Train,Birmingham,AL,US,35215,High School,Not Applicable,1999-01-01 00:00:00,3,8.0,Yes,No,0
507103,6,Train,Hamden,CT,US,06514,,Medical,2012-04-01 00:00:00,3,15.0,Yes,Yes,16
507159,6,Train,Los Angeles,CA,US,90004,Master's,Social Work,,3,4.0,Yes,No,0
507180,6,Train,Joliet,IL,US,60431,High School,Not Applicable,,3,15.0,Yes,No,0
507419,6,Train,Cleveland,OH,US,44125,Bachelor's,Criminal Psychology/ Public Relations,,4,15.0,Yes,No,0
507437,6,Train,Baltimore,MD,US,21206,,Human Resources Development,2000-04-01 00:00:00,3,11.0,No,Yes,40
507526,6,Train,Columbus,OH,US,43213,High School,Not Applicable,2012-02-01 00:00:00,1,1.0,No,No,0
507564,6,Train,Tampa,FL,US,33610,Bachelor's,Medical Assistant,2010-02-01 00:00:00,2,3.0,No,No,0
507654,6,Train,Boynton Beach,FL,US,33437,PhD,Engineering,2011-01-01 00:00:00,4,17.0,Yes,Yes,25
507663,6,Train,Freehold,NJ,US,07728,High School,Not Applicable,2000-01-01 00:00:00,6,5.0,Yes,No,0
507782,6,Train,Houston,TX,US,77016,Associate's,Information Technology,2010-09-01 00:00:00,10,7.0,Yes,No,0
507797,6,Train,Triangle,VA,US,22172,Vocational,Leadership Training,2007-02-01 00:00:00,8,29.0,No,No,0
507801,6,Train,Gallatin,TN,US,37066,,Accounting and Psychology,,7,25.0,No,No,0
507846,6,Train,Baton Rouge,LA,US,70816,High School,Not Applicable,,4,5.0,Yes,No,0
508034,6,Train,Maysville,KY,US,41056,Associate's,Heating and Air Mechanic,2012-06-01 00:00:00,2,7.0,Yes,No,0
508061,6,Train,Portsmouth,VA,US,23707,Bachelor's,Communications,2009-01-01 00:00:00,3,14.0,No,No,0
508083,6,Train,Council Bluffs,IA,US,51503,High School,Not Applicable,1999-01-01 00:00:00,4,2.0,No,No,0
508149,6,Train,King City,CA,US,93930,Associate's,Medical Assisting,2012-01-01 00:00:00,2,5.0,No,No,0
508265,6,Train,Chaska,MN,US,55318,Bachelor's,Communications,,5,16.0,Yes,No,0
508412,6,Train,North Las Vegas,NV,US,89084,High School,Business,2009-05-01 00:00:00,4,6.0,No,No,0
508443,6,Train,El Paso,TX,US,79907,Bachelor's,Human Resources,2012-05-01 00:00:00,1,17.0,Yes,No,0
508473,6,Train,Clermont,FL,US,34711,Associate's,Computer Information Systems,2006-01-01 00:00:00,7,15.0,Yes,No,0
508514,6,Train,Wichita,KS,US,67228,Bachelor's,Business Administration,2000-01-01 00:00:00,3,14.0,Yes,Yes,40
508614,6,Train,Odessa,DE,US,19730,High School,Not Applicable,2009-01-01 00:00:00,3,2.0,Yes,No,0
508633,6,Train,Durham,NC,US,27704,Bachelor's,Health,2012-07-01 00:00:00,3,6.0,Yes,No,0
508722,6,Test,Richmond,VA,US,23238,High School,Not Applicable,2007-01-01 00:00:00,6,6.0,Yes,No,0
508790,6,Train,San Francisco,CA,US,94117,High School,Not Applicable,1986-01-01 00:00:00,4,28.0,No,No,0
508970,6,Train,Ocean Springs,MS,US,39564,High School,Not Applicable,2005-01-01 00:00:00,8,7.0,Yes,No,0
509034,6,Train,La Grange,IL,US,60525,Bachelor's,Finance,2012-05-01 00:00:00,2,5.0,No,No,0
509128,6,Train,Houston,TX,US,77083,High School,Not Applicable,2004-05-01 00:00:00,3,7.0,Yes,No,0
509205,6,Train,Henrietta,NY,US,14467,Bachelor's,Accounting,,7,13.0,No,No,0
509233,6,Train,Wesley Chapel,FL,US,33543,Associate's,Criminal Justice/Law Enforcement Administration,2014-07-01 00:00:00,2,5.0,Yes,No,0
509250,6,Train,Cincinnati,OH,US,45213,High School,Not Applicable,,1,14.0,No,No,0
509333,6,Train,Cranston,RI,US,02921,Bachelor's,Nursing,,4,4.0,Yes,No,0
509441,6,Train,Oak Park,MI,US,48237,High School,Not Applicable,,5,11.0,Yes,No,0
509610,6,Train,Cantonment,FL,US,32533,,Electrician Course,2010-03-01 00:00:00,9,18.0,No,No,0
509630,6,Train,Carlisle,IA,US,50047,High School,Not Applicable,2003-01-01 00:00:00,6,6.0,No,No,0
509662,6,Train,Miami,FL,US,33147,,Medical Assistanting,2012-05-01 00:00:00,3,7.0,No,No,0
509786,6,Train,Miami,FL,US,33181,High School,Not Applicable,2005-06-01 00:00:00,2,8.0,Yes,No,0
509856,6,Train,Cincinnati,OH,US,45220,Bachelor's,"mass communication, interpersonal relations",2012-06-01 00:00:00,3,2.0,Yes,No,0
509902,6,Train,Hillsboro,OR,US,97006,Bachelor's,Marketing,2011-06-01 00:00:00,5,7.0,No,No,0
509984,6,Train,Milwaukee,WI,US,53219,Bachelor's,Business Administration & Accounting,2008-09-01 00:00:00,6,3.0,No,No,0
509991,6,Train,Mentor,OH,US,44060,,Medical Laboratory Technology Program,2012-06-01 00:00:00,7,14.0,Yes,No,0
510078,6,Train,Woodinville,WA,US,98077,Vocational,Jouneyman Painter,1983-01-01 00:00:00,8,24.0,No,Yes,15
510129,6,Train,Bell,CA,US,90201,Associate's,Paralegal Studies,2009-01-01 00:00:00,3,7.0,Yes,No,0
510243,6,Train,Davis,CA,US,95616,Bachelor's,Biological Sciences,,5,7.0,Yes,Yes,5
510342,6,Train,Chadds Ford,PA,US,19317,Master's,Taxation,2001-01-01 00:00:00,6,13.0,No,No,0
510589,6,Train,Lexington,SC,US,29073,Associate's,Medical Assisting,2010-01-01 00:00:00,3,10.0,Yes,No,0
510649,6,Train,Houston,TX,US,77060,High School,Midwest high school,,4,13.0,Yes,No,0
510717,6,Train,Cincinnati,OH,US,45239,,Business Administration,2012-06-01 00:00:00,3,5.0,Yes,No,0
510783,6,Train,New York,NY,US,10032,Bachelor's,Fashion Merchandising,2011-01-01 00:00:00,7,8.0,Yes,No,0
510785,6,Train,Baltimore,MD,US,21206,Bachelor's,"Liberal Arts, Chemistry",2004-01-01 00:00:00,4,7.0,Yes,No,0
510951,6,Train,Davenport,FL,US,33897,High School,Not Applicable,,2,30.0,Yes,Yes,6
510993,6,Train,Indio,CA,US,92201,,business,,3,2.0,No,No,0
510997,6,Train,La Mirada,CA,US,90638,Bachelor's,Psychology,2012-06-01 00:00:00,3,2.0,Yes,No,0
511020,6,Train,Bellflower,CA,US,90706,,Leadership Development,2005-01-01 00:00:00,8,16.0,No,No,0
511150,6,Train,Howell,NJ,US,07731,High School,Not Applicable,2001-01-01 00:00:00,3,9.0,No,No,0
511156,6,Train,Brooklyn,NY,US,11218,Master's,Computer Science,,1,2.0,No,No,0
511180,6,Train,Allentown,PA,US,18103,High School,Not Applicable,1996-01-01 00:00:00,4,14.0,No,No,0
511450,6,Train,Apple Valley,CA,US,92307,High School,Not Applicable,2003-12-01 00:00:00,2,8.0,No,No,0
511487,6,Train,Cedar Hill,TX,US,75104,,Business/Accounting,2003-05-01 00:00:00,6,11.0,No,Yes,20
511533,6,Train,Louisville,KY,US,40206,Bachelor's,Marketing. Minor-Economics,2001-01-01 00:00:00,5,11.0,Yes,No,0
511535,6,Train,El Paso,TX,US,79936,High School,"Education, General",1997-05-01 00:00:00,4,11.0,No,No,0
511581,6,Train,Redondo Beach,CA,US,90278,,Computer Information Systems,,1,4.0,No,No,0
511663,6,Train,Cambridge,MA,US,02140,Bachelor's,Psychology,2006-05-01 00:00:00,7,9.0,No,No,0
511843,6,Train,Fort Wayne,IN,US,46818,Associate's,Accounting and Finance,2000-01-01 00:00:00,5,18.0,Yes,No,0
511853,6,Train,Monroe,LA,US,71201,Bachelor's,Accounting,2012-06-01 00:00:00,2,0.0,Yes,No,0
511867,6,Train,Rolling Meadows,IL,US,60008,Master's,Medical Assistant,2006-01-01 00:00:00,3,5.0,No,No,0
511946,6,Train,Jacksonville,FL,US,32256,Associate's,Computer Information Systems,1998-01-01 00:00:00,4,16.0,Yes,No,0
511973,6,Train,Beach Park,IL,US,60083,Bachelor's,Applied Health Science,2012-02-01 00:00:00,2,5.0,Yes,No,0
512027,6,Train,Garland,TX,US,75043,Bachelor's,Aeronautical Engineering,2008-06-01 00:00:00,1,1.0,No,No,0
512049,6,Train,Tolleson,AZ,US,85353,,General,2001-01-01 00:00:00,7,12.0,No,No,0
512129,6,Train,Skokie,IL,US,60077,Bachelor's,Business Management,,5,15.0,Yes,No,0
512131,6,Train,Irvine,CA,US,92612,Bachelor's,Business Economics,2012-06-01 00:00:00,9,3.0,Yes,No,0
512197,6,Train,Bakersfield,CA,US,93309,Bachelor's,Liberal Studies,,5,17.0,Yes,No,0
512295,6,Train,Brooklyn,NY,US,11216,,CERTIFIED NURSING ASSISTANT,2011-11-01 00:00:00,2,1.0,Yes,Yes,6
512296,6,Train,Philadelphia,PA,US,19107,PhD,Microbiology,,5,13.0,No,No,0
512386,6,Train,Independence,KY,US,41051,Bachelor's,Business / Accounting,2007-06-01 00:00:00,7,18.0,Yes,No,0
512507,6,Train,West Point,NY,US,10996,Bachelor's,Human Resource Management,2004-01-01 00:00:00,6,7.0,Yes,Yes,3
512532,6,Train,Oak Ridge,TN,US,37831,Master's,Finance,2010-12-01 00:00:00,4,7.0,Yes,No,0
512538,6,Train,New York,NY,US,10001,Bachelor's,Legal Studies,,2,8.0,No,Yes,5
512646,6,Train,Lafayette,LA,US,70506,,Nursing,2012-04-01 00:00:00,6,16.0,No,No,0
512649,6,Train,Culpeper,VA,US,22701,Master's,MBA,2011-10-01 00:00:00,5,5.0,Yes,Yes,14
512664,6,Train,Brooklyn,NY,US,11210,Bachelor's,Health Science,2008-05-01 00:00:00,3,7.0,Yes,No,0
512699,6,Train,Middleburg,FL,US,32068,,Medical Administrative,2011-12-01 00:00:00,2,5.0,Yes,No,0
512776,6,Train,Idaho Falls,ID,US,83401,,Nuclear Engineering Technology and Mechanical Design,1988-01-01 00:00:00,9,42.0,No,No,0
512790,6,Train,Easton,PA,US,18045,Bachelor's,Accounting,2012-05-01 00:00:00,2,2.0,No,No,0
512810,6,Train,Millville,NJ,US,08332,Vocational,Medical Assistanting,2012-07-01 00:00:00,6,4.0,Yes,No,0
512821,6,Train,Mount Juliet,TN,US,37122,Associate's,Buisness Managment,,4,7.0,Yes,Yes,14
512923,6,Train,Chicago,IL,US,60639,,design,2001-06-01 00:00:00,4,11.0,Yes,No,0
512937,6,Train,Edgemoor,SC,US,29712,Bachelor's,Social Studies,1999-01-01 00:00:00,1,13.0,Yes,No,0
513051,6,Train,Englewood,CO,US,80112,Bachelor's,Political Science,2003-05-01 00:00:00,3,9.0,Yes,Yes,16
513175,6,Train,Missouri City,TX,US,77459,High School,Not Applicable,,4,4.0,Yes,No,0
513184,6,Train,Yonkers,NY,US,10703,Associate's,Computer Science,,4,14.0,No,No,0
513254,6,Train,Flanders,NJ,US,07836,Bachelor's,Aerospace Engineering,2012-05-01 00:00:00,4,12.0,Yes,Yes,12
513270,6,Train,Sacramento,CA,US,95834,High School,Not Applicable,1999-01-01 00:00:00,4,5.0,No,No,0
513353,6,Train,Jacksonville,FL,US,32244,Bachelor's,Business Administration,2000-05-01 00:00:00,6,12.0,Yes,No,0
513361,6,Train,Bellevue,WA,US,98007,Bachelor's,B. Tech.,2004-01-01 00:00:00,3,8.0,Yes,No,0
513441,6,Train,Fortville,IN,US,46040,,Transportation,2005-01-01 00:00:00,2,2.0,Yes,No,0
513480,6,Train,Hudson,FL,US,34667,High School,Not Applicable,1972-01-01 00:00:00,6,11.0,No,No,0
513485,6,Train,Ewing,NJ,US,08638-1321,High School,Not Applicable,1998-01-01 00:00:00,3,9.0,Yes,No,0
513526,6,Train,Jackson,MS,US,39206,High School,Not Applicable,2005-05-01 00:00:00,3,8.0,Yes,No,0
513529,6,Train,Easton,PA,US,18042,High School,Not Applicable,1990-01-01 00:00:00,6,21.0,Yes,No,0
513631,6,Train,West Bloomfield,MI,US,48323,Bachelor's,Psychology,2012-05-01 00:00:00,3,2.0,No,No,0
513675,6,Train,Brewster,NY,US,10509,Master's,Early Childhood Education,2001-01-01 00:00:00,6,20.0,Yes,No,0
513718,6,Train,Houston,TX,US,77090,Bachelor's,English/Humanities,1993-05-01 00:00:00,10,13.0,No,No,0
513855,6,Train,Ypsilanti,MI,US,48197,Bachelor's,business,2005-01-01 00:00:00,4,7.0,Yes,Yes,60
513885,6,Test,Doral,FL,US,33178,Associate's,Public Relations/Image Management,2015-06-01 00:00:00,5,5.0,No,No,0
513891,6,Train,Des Moines,IA,US,50315,High School,Not Applicable,2010-06-01 00:00:00,1,0.0,No,No,0
513925,6,Train,Danville,IL,US,61832,High School,Not Applicable,,5,21.0,Yes,No,0
513974,6,Train,Denver,CO,US,80229,High School,Not Applicable,,2,6.0,Yes,No,0
514049,6,Train,Rancho Cucamonga,CA,US,91701,High School,General Studies,1975-06-01 00:00:00,1,10.0,No,Yes,12
514072,6,Train,Fort Collins,CO,US,80521,Bachelor's,Counseling,2009-05-01 00:00:00,3,5.0,Yes,No,0
514087,6,Train,New York,NY,US,10177,Bachelor's,English Literature,2008-05-01 00:00:00,4,4.0,Yes,No,0
514114,6,Train,Millington,TN,US,38053,High School,Not Applicable,2008-01-01 00:00:00,3,4.0,Yes,No,0
514119,6,Train,Jackson,NJ,US,08527,Bachelor's,Business Administration,2012-01-01 00:00:00,2,7.0,Yes,No,0
514175,6,Train,Indianapolis,IN,US,46221,High School,Not Applicable,1990-12-01 00:00:00,3,15.0,Yes,No,0
514176,6,Train,Medford,NJ,US,08055,PhD,"Two-year Accelerated Program, Litigation",2011-12-01 00:00:00,2,7.0,No,Yes,10
514197,6,Test,Boston,MA,US,02124,Vocational,Certificate Construction Inspection,2010-01-01 00:00:00,2,11.0,Yes,Yes,80
514210,6,Train,Wichita,KS,US,67218,High School,Not Applicable,2002-05-01 00:00:00,4,11.0,Yes,No,0
514211,6,Train,Raytown,MO,US,64133,High School,Not Applicable,,1,4.0,Yes,No,0
514324,6,Train,Saint Clair Shores,MI,US,48080,,Instrumentation and Process Controls Training,,5,24.0,No,No,0
514339,6,Train,Rochester,NY,US,14623,Bachelor's,Wildlife and Fisheries Science,1993-08-01 00:00:00,5,16.0,Yes,Yes,120
514346,6,Train,North Richland Hills,TX,US,76182,Bachelor's,Industrial Distribution Engineering,,4,9.0,Yes,No,0
514383,6,Train,Chandler,AZ,US,85225,,Computer Science,2012-05-01 00:00:00,3,11.0,Yes,No,0
514385,6,Train,Vancouver,WA,US,98686,Associate's,Building,1977-01-01 00:00:00,2,24.0,No,No,0
514418,6,Train,Houston,TX,US,77077,Bachelor's,History,2001-12-01 00:00:00,3,7.0,Yes,Yes,5
514465,6,Train,Port Jefferson,NY,US,11777,Master's,Marketing,,5,4.0,Yes,No,0
514545,6,Train,Gaffney,SC,US,29341,Bachelor's,Engineering Management,,6,38.0,Yes,No,0
514800,6,Train,Wilmington,DE,US,19803,High School,Not Applicable,1980-01-01 00:00:00,4,28.0,No,No,0
514802,6,Train,Winter Haven,FL,US,33884,Associate's,Electronics,1992-01-01 00:00:00,2,11.0,Yes,Yes,20
514838,6,Train,Hampton,VA,US,23661,High School,Not Applicable,1982-01-01 00:00:00,5,31.0,Yes,No,0
514855,6,Train,Conshohocken,PA,US,19428,Bachelor's,English,2012-06-01 00:00:00,2,8.0,Yes,No,0
514858,6,Train,Franklin,OH,US,45005,Bachelor's,Civil Engineering,1979-06-01 00:00:00,3,34.0,No,Yes,20
514932,6,Train,Concord,NC,US,28027,High School,Not Applicable,,5,21.0,Yes,No,0
514991,6,Train,Tempe,AZ,US,85281,Bachelor's,Film and Television Production,,4,7.0,Yes,No,0
515011,6,Train,Austin,TX,US,78741,Bachelor's,Criminal Justice,2012-05-01 00:00:00,4,7.0,No,Yes,2
515114,6,Train,Washington,DC,US,20011,Associate's,Technology,1998-07-01 00:00:00,4,13.0,No,Yes,8
515232,6,Train,Fort Wayne,IN,US,46825,Bachelor's,Marketing,2011-05-01 00:00:00,2,2.0,Yes,No,0
515588,6,Train,Reading,PA,US,19601,,Job trainings,,3,13.0,Yes,No,0
515669,6,Train,Houston,TX,US,77082,High School,Regular/General High School/Secondary Diploma Program,2000-05-01 00:00:00,3,10.0,Yes,No,0
515764,6,Train,Kansas City,MO,US,64124,High School,Not Applicable,1989-01-01 00:00:00,4,11.0,No,No,0
515804,6,Train,Saint Clair Shores,MI,US,48081,Master's,Counseling,2012-06-01 00:00:00,4,8.0,Yes,No,0
515835,6,Train,Greer,SC,US,29650,Associate's,Respiratory Therapy,,2,20.0,Yes,No,0
515868,6,Train,Stuart,FL,US,34995,,Nursing,2012-02-01 00:00:00,3,3.0,Yes,No,0
515873,6,Train,Oak Park,IL,US,60302,Bachelor's,Broadcast Journalism,2007-05-01 00:00:00,6,13.0,No,No,0
515918,6,Train,New York,NY,US,10014,Bachelor's,Chemistry,,4,14.0,Yes,No,0
515981,6,Train,Carmel,NY,US,10512,High School,Not Applicable,2008-02-01 00:00:00,4,14.0,Yes,No,0
516141,6,Train,Randallstown,MD,US,21133,High School,Not Applicable,2000-01-01 00:00:00,6,16.0,Yes,No,0
516167,6,Train,Brentwood,NH,US,03833,High School,"Education, General",1982-02-01 00:00:00,6,33.0,Yes,No,0
516209,6,Train,Houston,TX,US,77035,High School,Not Applicable,1979-01-01 00:00:00,10,20.0,No,No,0
516237,6,Train,Wake Forest,NC,US,27587,Bachelor's,Biological Sciences,2010-01-01 00:00:00,5,8.0,No,Yes,5
516276,6,Train,Columbia,SC,US,29205,Bachelor's,Psycholgy,2012-04-01 00:00:00,2,6.0,Yes,No,0
516291,6,Train,Pittsburgh,PA,US,15275,Bachelor's,Business Administration,,2,27.0,No,No,0
516297,6,Train,Dayton,OH,US,45424,Master's,Human Resource Management,,3,5.0,Yes,No,0
516317,6,Train,Baltimore,MD,US,21225,Bachelor's,Mathematics,2012-05-01 00:00:00,3,3.0,No,No,0
516328,6,Train,New York,NY,US,10039,High School,criminal justice,2006-06-01 00:00:00,4,5.0,Yes,No,0
516334,6,Train,Hilton Head Island,SC,US,29928,Master's,Percussion Performance,2006-01-01 00:00:00,10,8.0,Yes,No,0
516396,6,Train,Plano,TX,US,75024,Bachelor's,Psychology & Business,,3,3.0,Yes,No,0
516452,6,Train,Colorado Springs,CO,US,80911,Bachelor's,Healthcare Management,2009-01-01 00:00:00,2,9.0,No,No,0
516496,6,Train,San Antonio,TX,US,78216,PhD,"Human Development and Family Science, option",2011-03-01 00:00:00,5,7.0,Yes,No,0
516600,6,Train,Virginia Beach,VA,US,23464,Bachelor's,Computer and Information Science,2010-01-01 00:00:00,6,22.0,No,No,0
516604,6,Train,Saint Charles,MO,US,63304,Master's,Education,2007-06-01 00:00:00,10,16.0,Yes,No,0
516681,6,Train,Wilmington,CA,US,90744,Vocational,magnetic particle and liquid penetrant,2009-07-01 00:00:00,1,1.0,No,No,0
516777,6,Train,Baltimore,MD,US,21221,,Accounting and Business Management,2008-08-01 00:00:00,3,5.0,Yes,No,0
516866,6,Train,Louisville,KY,US,40245,High School,Not Applicable,2001-01-01 00:00:00,2,8.0,Yes,No,0
516875,6,Train,Valparaiso,IN,US,46385,High School,Not Applicable,2003-12-01 00:00:00,3,4.0,No,No,0
516949,6,Train,Chicago,IL,US,60660,Bachelor's,"highly technical, detailed information to others",2003-05-01 00:00:00,6,9.0,Yes,No,0
517003,6,Train,Chicago,IL,US,60652,Master's,Community Counseling,,5,11.0,Yes,No,0
517065,6,Train,Hudson,IA,US,50643,,Accounting,,3,6.0,No,Yes,12
517090,6,Train,Indianapolis,IN,US,46201,Associate's,Land Surveying/Construction Management,,4,8.0,Yes,No,0
517186,6,Train,Louisville,KY,US,40211,High School,Not Applicable,1982-01-01 00:00:00,6,17.0,Yes,No,0
517201,6,Train,Lafayette,LA,US,70501,,Electrical Engineering,2010-05-01 00:00:00,4,10.0,Yes,No,0
517224,6,Train,Chicago,IL,US,60647,Master's,Agricultural Economics,2011-12-01 00:00:00,9,20.0,Yes,No,0
517399,6,Train,Redford,MI,US,48239,Associate's,Nursing,,3,8.0,No,No,0
517423,6,Train,Mango,FL,US,33550,Bachelor's,Theology,2007-01-01 00:00:00,4,14.0,Yes,No,0
517435,6,Train,New Iberia,LA,US,70560,High School,Not Applicable,2008-05-01 00:00:00,1,0.0,No,No,0
517438,6,Train,Stafford,TX,US,77477,Bachelor's,Business Administration,2010-08-01 00:00:00,6,7.0,Yes,No,0
517488,6,Train,Charleston,SC,US,29407,Bachelor's,Civil Engineering,2012-05-01 00:00:00,4,7.0,Yes,No,0
517500,6,Train,Charlotte,NC,US,28227,Master's,Gerontology,,5,7.0,Yes,No,0
517633,6,Train,Baltimore,MD,US,21207,Bachelor's,Psychology,2010-01-01 00:00:00,7,6.0,Yes,No,0
